WorkerId,HITTypeId,Reward,CreationTime,MaxAssignments,AssignmentId,AcceptTime,SubmitTime,WorkTimeInSeconds,Answer.surveycode,multiplier,amount,age,gender,income,AcceptTime,WorkTimeInSeconds,IPAddress,LocationLatitude,LocationLongitude,"Q3_1 On a scale of 0 to 100, how would you describe your political views?","Q8_1 On a scale of 0 to 100, how would you describe your religious orientation?","Q5 In the 2016 Presidential election, who did you vote for?",Q9 What State do you live in?,Q7 Do you consider yourself a:,"Q8 Aside from weddings and funerals, how often do you attend religious services?",,
A21TGZU9EXJ272,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3ZGVPD4G6THK7LGSJBMF5LIRMUTTZT,Fri Sep 21 15:10:32 PDT 2018,Fri Sep 21 15:16:13 PDT 2018,341,49721,0.56,0,40-49,Female,"Over $100,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
AAIRYP2HKB7IK,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3ZPBJO59KP1RZBK1RZGT0AW0NIODH4,Fri Sep 21 15:10:02 PDT 2018,Fri Sep 21 15:12:44 PDT 2018,162,23107,0.54,0.01,40-49,Male,"Under $20,000",Wed Oct 10 14:16:43 PDT 2018,104,172.126.0.46,34.0756073,-89.88770294,88,100,Someone else,MS,Something else,Seldom,,
A2SRC38HIJ2X19,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 15:08:08 PDT 2018,200,3ZY8KE4ISJ3Q6LJQ1A3HFAU8ECPVQI,Fri Sep 21 15:15:25 PDT 2018,Fri Sep 21 15:17:42 PDT 2018,137,67830,1.18,0.01,40-49,Female,"$20,000 - $39,999",Wed Oct 10 16:12:10 PDT 2018,123,181.211.217.82,-2.166702271,-79.90000153,81,81,Hillary Clinton,NY,Democrat,A few times a year,,
A1153ZIEQX0ZJ8,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3GU1KF0O4I1QXVK5WGXSETAR6MZPBN,Fri Sep 21 12:02:43 PDT 2018,Fri Sep 21 12:04:22 PDT 2018,99,38769,1.08,0,18-29,Male,"$80,000 - $99,999",Wed Oct 10 14:08:47 PDT 2018,161,73.188.191.75,40.03430176,-75.12129974,55,0,Donald Trump,PA,Independent,Never,,
A12VQHPT0YHMIS,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3QECW5O0KH1M07W3CNFZGHBWLTZ5T8,Fri Sep 21 11:32:53 PDT 2018,Fri Sep 21 11:41:22 PDT 2018,509,87951,0.33,0,18-29,Male,"$60,000 - $79,999",Wed Oct 10 15:56:09 PDT 2018,2252,99.7.230.236,33.11860657,-96.6772995,100,0,Hillary Clinton,TX,Democrat,Never,,
A15J1TJ75G35SR,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3JRJSWSMQHLHX9R2892B2YDB4NLE31,Fri Sep 21 11:33:15 PDT 2018,Fri Sep 21 11:35:55 PDT 2018,160,17625,0.23,0.2,18-29,Female,"Over $100,000",Thu Oct 11 13:42:13 PDT 2018,62,134.228.86.161,41.43490601,-82.70629883,88,0,Someone else,OH,Independent,Never,,
A16OGHY5WOJQ96,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3NGMS9VZTLI4JZ7RNFNJLPN8JE4FFS,Fri Sep 21 11:31:59 PDT 2018,Fri Sep 21 11:38:21 PDT 2018,382,21604,1.67,0.6,18-29,Male,"$20,000 - $39,999",Thu Oct 11 01:26:14 PDT 2018,505,107.172.3.125,42.88639832,-78.87809753,90,92,Donald Trump,NY,Republican,Once a week,,
A17FTOJHEV3XN,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3F1567XTNW5S9E6NY9YLNS5BNIIQ95,Fri Sep 21 11:32:20 PDT 2018,Fri Sep 21 11:33:56 PDT 2018,96,6631,0.01,0,40-49,Female,"$60,000 - $79,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A17OSPGV41FZ7P,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3U0SRXB7CD5DAHPHCY6QAJA0OT1NR2,Fri Sep 21 11:32:19 PDT 2018,Fri Sep 21 11:33:29 PDT 2018,70,31377,0.64,0,30-39,Female,"$20,000 - $39,999",Thu Oct 11 10:33:52 PDT 2018,60,24.53.64.226,37.26100159,-79.23169708,80,23,Hillary Clinton,VA,Democrat,A few times a year,,
A18G2CLYSTENK,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3KAKFY4PGU2TDETO4SS2NDB3WGRI3D,Fri Sep 21 11:32:08 PDT 2018,Fri Sep 21 11:46:58 PDT 2018,890,2370,0.06,0,18-29,Male,"$20,000 - $39,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A19PYG9W7OFLW1,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3LEP4MGT3G0H8YHFR76XEZT2S3XBDW,Fri Sep 21 11:33:12 PDT 2018,Fri Sep 21 11:34:20 PDT 2018,68,9501,0.78,0,18-29,Male,"$40,000 - $59,999",Thu Oct 11 10:33:15 PDT 2018,59,70.191.37.171,33.51449585,-117.7084045,43,33,Donald Trump,CA,Independent,Once a week,,
A19WXS1CLVLEEX,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3TVRFO09GKF7JD889KW3M9SZKFMXL6,Fri Sep 21 11:32:23 PDT 2018,Fri Sep 21 11:33:50 PDT 2018,87,91905,0.22,0,60-69,Male,"Under $20,000",Thu Oct 11 10:32:27 PDT 2018,63,24.167.162.47,36.03340149,-79.86260223,92,40,Hillary Clinton,NC,Democrat,Never,,
A1AQQFJAF8CI4H,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3Z7EFSHGN9EEG9E2W734JQ2CQ68XCQ,Fri Sep 21 11:32:11 PDT 2018,Fri Sep 21 11:47:19 PDT 2018,908,62654,0.16,0,30-39,Male,"$20,000 - $39,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A1CA46R2A6TV9W,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3QILPRALQ5V7SCALDP0QJ2FVY1DN8Q,Fri Sep 21 11:43:31 PDT 2018,Fri Sep 21 11:44:53 PDT 2018,82,37588,1.65,0,30-39,Female,"Under $20,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A1DUPOUC9RNU4L,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3JZQSN0I3QAAXZ3MYZT13ANKKT4FGR,Fri Sep 21 11:32:25 PDT 2018,Fri Sep 21 11:34:04 PDT 2018,99,15832,1.53,0,50-59,Female,"$20,000 - $39,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A1FYWSPNO7KN1O,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,39LOEL67OS50O8HBV6GBAOHPTKM83V,Fri Sep 21 11:31:51 PDT 2018,Fri Sep 21 11:45:06 PDT 2018,795,21877,0.24,0,30-39,Male,"$20,000 - $39,999",Wed Oct 10 14:00:03 PDT 2018,316,73.36.75.94,41.80549622,-89.70539856,100,0,Hillary Clinton,IL,Democrat,Never,,
A1G4QY3W5J5PMW,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,33PPO7FECVFRV6VLXHYE0MXFNTGDI6,Fri Sep 21 11:31:50 PDT 2018,Fri Sep 21 11:38:32 PDT 2018,402,54835,0.05,0,30-39,Male,"$20,000 - $39,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A1HI9B1MMCMVAZ,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3C6FJU71TQTZ28LCNUA6WAVRZCLUYF,Fri Sep 21 12:02:42 PDT 2018,Fri Sep 21 12:10:51 PDT 2018,489,77748,0.5,0,30-39,Male,"$40,000 - $59,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A1IUH9D7N69VS,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3TU5ZICBRD1SV9NDTHS7NWA03C0Q8G,Fri Sep 21 11:32:21 PDT 2018,Fri Sep 21 11:33:48 PDT 2018,87,25386,1.24,0.4,30-39,Male,"Over $100,000",Wed Oct 10 14:23:27 PDT 2018,30,204.102.229.130,36.6217041,-121.7935028,50,0,Someone else,CA,Something else,Never,,
A1KNJ4BBMWMEIY,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,32M8BPYGATMU7Q5CZ7ZM670C0LWIGL,Fri Sep 21 12:02:53 PDT 2018,Fri Sep 21 12:10:24 PDT 2018,451,14927,1.15,1,30-39,Male,"$40,000 - $59,999",Thu Oct 11 00:23:36 PDT 2018,247,192.171.19.130,25.78059387,-80.18260193,80,75,Donald Trump,OH,Republican,Once a week,,
A1OFSWG4TA4VVR,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3OB0CAO74HPUXMFSNV37DV61547HYP,Fri Sep 21 11:31:58 PDT 2018,Fri Sep 21 11:36:37 PDT 2018,279,50975,0.91,1,40-49,Female,"$20,000 - $39,999",Thu Oct 11 11:20:44 PDT 2018,63,108.187.204.18,37.75100708,-97.8219986,77,82,Donald Trump,TX,Republican,Once or twice a month,,
A1PLB1NZOE2PQ7,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,34QN5IT0TZR47GIECJYS8QJIQ82800,Fri Sep 21 11:31:51 PDT 2018,Fri Sep 21 11:39:39 PDT 2018,468,20209,1.17,0,30-39,Male,"Over $100,000",Wed Oct 10 14:00:21 PDT 2018,126,173.89.146.57,44.02200317,-88.54360199,100,0,Hillary Clinton,WI,Democrat,Never,,
A1Q5DQUK9PR1XX,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3EG49X351UCP0S51MGQ1XQA2UKXX6Y,Fri Sep 21 11:32:08 PDT 2018,Fri Sep 21 11:37:39 PDT 2018,331,3375,0.09,0.09,18-29,Male,"$80,000 - $99,999",Wed Oct 10 20:48:59 PDT 2018,2006,45.4.199.212,15,-86.5,78,70,Donald Trump,NY,Republican,Once a week,,
A1Q68M0X4YXHKH,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3DZQRBDBSLFI7SWK94MGRFHQ5ETS3F,Fri Sep 21 11:32:10 PDT 2018,Fri Sep 21 11:36:18 PDT 2018,248,6487,1.75,0,30-39,Male,"$40,000 - $59,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A1QRGVE005067Q,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,32SCWG5HIH4KRJ3A0PGK3DOZSLOP62,Fri Sep 21 11:31:48 PDT 2018,Fri Sep 21 11:34:44 PDT 2018,176,72923,0.07,0,18-29,Male,"$20,000 - $39,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A1V2C2JB8FFX60,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3FE7TXL1LINH9ULOD0J6D5XXHC8Q2D,Fri Sep 21 11:32:08 PDT 2018,Fri Sep 21 11:36:19 PDT 2018,251,28612,1.6,0,40-49,Male,"$60,000 - $79,999",Sat Oct 13 06:34:07 PDT 2018,37,107.174.133.112,32.81520081,-96.87030029,69,100,Donald Trump,TX,Republican,Once a week,,
A1V2H0UF94ATWY,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,36DSNE9QZ5YEUE6G58XUNHOE4MCJOL,Fri Sep 21 11:31:49 PDT 2018,Fri Sep 21 11:52:32 PDT 2018,1243,76435,1.29,0.4,50-59,Male,"$40,000 - $59,999",Wed Oct 10 14:00:08 PDT 2018,2463,73.236.40.189,41.02409363,-80.34539795,91,15,Hillary Clinton,PA,Democrat,Never,,
A1ZRK6K5JUPJAV,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3QAVNHZ3EM4VN00FYA4P21H1JUDALF,Fri Sep 21 11:32:14 PDT 2018,Fri Sep 21 11:33:39 PDT 2018,85,93708,0.86,0,40-49,Male,"Over $100,000",Wed Oct 10 15:17:52 PDT 2018,408,173.22.6.76,44.45820618,-93.88559723,51,13,Donald Trump,MN,Independent,Never,,
A1ZT30BGR3266K,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3PWWM24LHSYB3QLSR626RECXN6M82K,Fri Sep 21 11:32:10 PDT 2018,Fri Sep 21 11:52:57 PDT 2018,1247,14013,0.71,0,30-39,Female,"$40,000 - $59,999",Wed Oct 10 17:23:37 PDT 2018,45,173.26.102.132,37.16540527,-93.25219727,55,0,Hillary Clinton,MO,Democrat,Never,,
A24AMUTP80VAVO,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3R8YZBNQ9HIOVVIUJC019WE5SSUQ7T,Fri Sep 21 11:32:20 PDT 2018,Fri Sep 21 11:40:25 PDT 2018,485,35554,0.48,1,40-49,Male,"$40,000 - $59,999",Sat Oct 13 11:30:36 PDT 2018,61,162.248.134.233,37.75100708,-97.8219986,62,66,Hillary Clinton,NY,Democrat,Once a week,,
A25FH7PXC446RG,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3RYC5T2D73TDD21USDJIE8FVO82PR0,Fri Sep 21 11:32:08 PDT 2018,Fri Sep 21 11:36:45 PDT 2018,277,98935,1.78,0,50-59,Female,"$60,000 - $79,999",Thu Oct 11 15:47:27 PDT 2018,99,96.36.9.9,44.7631073,-85.62059784,9,90,Donald Trump,MI,Republican,A few times a year,,
A25HIOE2S953Y4,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3TDXMTX3CBUSAXG6NUQ0UGNN67TI6J,Fri Sep 21 11:32:10 PDT 2018,Fri Sep 21 11:35:58 PDT 2018,228,18149,1.1,0.2,18-29,Female,"Under $20,000",Thu Oct 11 12:24:38 PDT 2018,108,162.210.198.2,38.77009583,-77.63210297,100,0,Didn't vote,AZ,Independent,Never,,
A26ICSZUPU73GW,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3FIJLY1B6U4GACWL1IJOXJ1CLKRPF5,Fri Sep 21 11:31:53 PDT 2018,Fri Sep 21 11:34:02 PDT 2018,129,12723,0.34,0.34,18-29,Male,"Over $100,000",Wed Oct 10 13:48:17 PDT 2018,78,108.187.168.11,37.75100708,-97.8219986,66,70,Someone else,NY,Democrat,Once or twice a month,,
A27PVIL93ZMY46,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3OCHAWUVGOKWZ7QQOKK279FKVFTXKF,Fri Sep 21 12:02:53 PDT 2018,Fri Sep 21 12:04:02 PDT 2018,69,71541,0.09,0,30-39,Female,"$20,000 - $39,999",Wed Oct 10 14:28:38 PDT 2018,47,192.81.179.4,36.23930359,-78.90190125,60,0,Didn't vote,NC,Democrat,Never,,
A2AAG78CGKX2U5,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3LRLIPTPEQ9K3UIXDASON14MUU8AKC,Fri Sep 21 11:32:12 PDT 2018,Fri Sep 21 11:40:04 PDT 2018,472,90349,1.11,0,30-39,Male,"$20,000 - $39,999",Thu Oct 11 10:31:54 PDT 2018,242,96.236.117.13,42.42979431,-73.07240295,96,10,Hillary Clinton,MA,Democrat,Never,,
A2AZ5ZLINO7F3K,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,33JKGHPFYCUMD1CP7QA9OKGQI62NME,Fri Sep 21 11:32:10 PDT 2018,Fri Sep 21 11:34:26 PDT 2018,136,48026,0.02,0.8,30-39,Male,"$40,000 - $59,999",Wed Oct 10 14:22:29 PDT 2018,183,23.94.185.39,42.88639832,-78.87809753,76,80,Donald Trump,NY,Republican,Once or twice a month,,
A2GZNOA5CIVKUB,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3R9WASFE2ZGAOGYRORHQOH3QVJYFZG,Fri Sep 21 11:32:22 PDT 2018,Fri Sep 21 11:35:44 PDT 2018,202,98600,1.22,1,18-29,Female,"Under $20,000",Thu Oct 11 11:39:11 PDT 2018,27,67.149.146.6,42.60049438,-82.99980164,85,74,Didn't vote,MI,Democrat,A few times a year,,
A2H7OK40Z2MC9Z,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3HL8HNGX451VIPGEKTNRBT1XGG9F90,Fri Sep 21 11:31:52 PDT 2018,Fri Sep 21 11:33:49 PDT 2018,117,50524,0.74,0.5,30-39,Female,"Over $100,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A2JP9IKRHNLRPI,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3NG53N1RLVJ7VXMYT4DINRKQYGEP8O,Fri Sep 21 11:31:50 PDT 2018,Fri Sep 21 11:49:14 PDT 2018,1044,92505,0.68,0,18-29,Male,"$40,000 - $59,999",Wed Oct 10 13:47:07 PDT 2018,45,76.245.15.246,42.04670715,-87.8859024,100,0,Donald Trump,IL,Democrat,Never,,
A2JYPDENMYQRZK,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,32SVAV9L3F9E7WAQS40P6FNKJ8N3AV,Fri Sep 21 11:33:07 PDT 2018,Fri Sep 21 11:35:11 PDT 2018,124,66650,0.31,1,30-39,Male,"Under $20,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A2JYT3A8Z3Q2M6,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3VFJCI1K4ZZ70P8VPUTVKZ13NHFRGY,Fri Sep 21 11:33:05 PDT 2018,Fri Sep 21 11:37:38 PDT 2018,273,56688,1.16,1,50-59,Male,"$40,000 - $59,999",Thu Oct 11 11:28:30 PDT 2018,57,96.248.39.199,41.69070435,-73.86209869,50,71,Someone else,NY,Independent,A few times a year,,
A2KYOM2ZGYDJGT,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3GM6G9ZBKNXK8EH94MWLXJMI7OOMTE,Fri Sep 21 11:31:54 PDT 2018,Fri Sep 21 11:47:48 PDT 2018,954,93312,1.54,0,30-39,Male,"$20,000 - $39,999",Thu Oct 11 04:24:14 PDT 2018,645,180.190.70.108,10.66670227,122.9500122,82,0,Didn't vote,OR,Democrat,Never,,
A2LK15IDHNID5K,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,31IBVUNM9SZTFWTHNUSN3BQU78SFVG,Fri Sep 21 11:32:17 PDT 2018,Fri Sep 21 11:36:00 PDT 2018,223,19893,1.71,0.8,30-39,Male,"$80,000 - $99,999",Wed Oct 10 13:47:29 PDT 2018,112,107.175.150.30,42.88639832,-78.87809753,20,80,Donald Trump,TX,Republican,Once or twice a month,,
A2LMQ4497NMK3S,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3XM0HYN6NKZO4YWP67ZIF1GC9JCPEN,Fri Sep 21 11:32:00 PDT 2018,Fri Sep 21 11:34:03 PDT 2018,123,99908,1.65,0,30-39,Male,"$20,000 - $39,999",Thu Oct 11 10:51:25 PDT 2018,32,98.255.239.86,37.23080444,-120.5144043,84,0,Hillary Clinton,CA,Democrat,Never,,
A2M45YGLOWMO4N,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3TEM0PF1Q5XGOBE5TR98UIXJ1ZZD0B,Fri Sep 21 11:31:44 PDT 2018,Fri Sep 21 11:32:38 PDT 2018,54,36424,0.54,1,40-49,Male,"Over $100,000",Wed Oct 10 14:00:02 PDT 2018,75,66.142.195.201,34.77999878,-96.69239807,10,91,Donald Trump,OK,Republican,Once or twice a month,,
A2MFMT03E21ZIT,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,33PPUNGG3857R630FMHK56H9Y7ARZO,Fri Sep 21 11:34:37 PDT 2018,Fri Sep 21 11:36:22 PDT 2018,105,44890,1.8,0,18-29,Female,"$40,000 - $59,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A2MNRC5T88QCYR,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,317HQ483I7S0HIMYMBCHWR991XINIY,Fri Sep 21 11:32:06 PDT 2018,Fri Sep 21 11:36:48 PDT 2018,282,24477,0.57,1,18-29,Male,"$80,000 - $99,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A2RREI7Z5EVR2X,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3C5W7UE9CFQRPVQT9WXIMM7OKKCXM8,Fri Sep 21 11:32:22 PDT 2018,Fri Sep 21 11:39:45 PDT 2018,443,65293,1.87,0,30-39,Male,"$40,000 - $59,999",Wed Oct 10 14:00:03 PDT 2018,54,73.62.249.227,45.00959778,-93.3423996,76,0,Hillary Clinton,MN,Democrat,Never,,
A2S7SSGYBNVX8H,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3EO896NRAWVU76BO1PJTHRU13UTTJH,Fri Sep 21 11:33:14 PDT 2018,Fri Sep 21 11:34:05 PDT 2018,51,66779,1.29,0.77,30-39,Male,"Over $100,000",Thu Oct 11 10:34:00 PDT 2018,24,12.43.89.123,39.85830688,-88.9382019,0,7,Donald Trump,IL,Republican,Seldom,,
A2SWQM5X54P1O5,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3VE8AYVF8MXV4KX4F1HDBX6MWAS8F5,Fri Sep 21 11:32:49 PDT 2018,Fri Sep 21 11:36:05 PDT 2018,196,68769,0.34,0.2,30-39,Female,"$20,000 - $39,999",Wed Oct 10 13:47:16 PDT 2018,451,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A2UEVVA7PBW8EL,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3K4J6M3CXETF18MENJ79P9CTNDRAG9,Fri Sep 21 11:32:00 PDT 2018,Fri Sep 21 11:35:21 PDT 2018,201,19799,0.79,0,18-29,Male,"$60,000 - $79,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A2UHMLMFCP9J72,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,35L9RVQFCOIDGDVNDU6IAA0O9GWUH4,Fri Sep 21 11:31:58 PDT 2018,Fri Sep 21 11:36:46 PDT 2018,288,29141,1.9,0,30-39,Male,"$60,000 - $79,999",Thu Oct 11 10:48:24 PDT 2018,57,75.133.243.227,43.6013031,-84.77359772,40,69,Donald Trump,MI,Independent,A few times a year,,
A2VLU7XKOMBDGR,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,36WLNQG78ZAM04VFN2HHKHBNSFYBEP,Fri Sep 21 11:33:13 PDT 2018,Fri Sep 21 11:39:01 PDT 2018,348,23839,0.52,0.8,18-29,Female,"$40,000 - $59,999",Thu Oct 11 10:59:48 PDT 2018,64,172.113.194.16,34.00300598,-118.2863007,92,84,Hillary Clinton,CA,Democrat,Seldom,,
A2VQ1WGHLLLNJ1,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3BGYGHDBBXK0HBJ3BPT5HNZU16V22C,Fri Sep 21 11:33:51 PDT 2018,Fri Sep 21 11:51:58 PDT 2018,1087,44952,0.19,0,18-29,Male,"Under $20,000",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A2WKZI3JQCE3Z6,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3SBEHTYCWN3UTHQCTDLSD77G5I6YIL,Fri Sep 21 12:32:33 PDT 2018,Fri Sep 21 13:00:00 PDT 2018,1647,94622,1.64,0,40-49,Male,"$20,000 - $39,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A2YAYHZYI7M3HD,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3XIQGXAUMC884SJ65QVT34AYPVJX7Z,Fri Sep 21 11:38:17 PDT 2018,Fri Sep 21 12:05:33 PDT 2018,1636,44045,0.66,0,18-29,Female,"$40,000 - $59,999",#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,
A30KYQGABO7JER,3BWB13R1231A073YGX8R6HMGHWKAIR,0.25,Fri Sep 21 11:31:30 PDT 2018,100,3GNA64GUZE498R4BVJL4BC091M05QU,Fri Sep 21 11:32:46 PDT 2018,Fri Sep 21 11:35:57 PDT 2018,191,76447,0.24,0,30-39,Female,"$20,000 - $39,999",Thu Oct 11 22:13:37 PDT 2018,135,176.54.80.51,41.0177002,28.97439575,79,87,Hillary Clinton,NV,Democrat,A few times a year,,
